timestamp,minute_index,hour_of_day,minute_of_hour,txn_count,fraud_count,suspicious_count,normal_count,avg_risk,max_velocity,total_amount,anomaly,spike_type,alert_level,running_txn_total,running_fraud_total,fraud_rate_pct,human_readable_spike
2026-05-18T15:37:00Z,29,15,37,9,0,2,7,0.1485,4,19669.35,False,none,LOW,291,11,3.78,
2026-05-18T15:38:00Z,30,15,38,13,0,1,12,0.0896,9,5138.16,False,none,LOW,304,11,3.62,
2026-05-18T15:39:00Z,31,15,39,12,1,2,9,0.126,6,21472.5,False,none,LOW,316,12,3.8,
2026-05-18T15:40:00Z,32,15,40,5,0,0,5,0.2792,9,18241.06,False,none,LOW,321,12,3.74,
2026-05-18T15:41:00Z,33,15,41,5,1,0,4,0.3195,8,27163.56,False,none,LOW,326,13,3.99,
2026-05-18T15:42:00Z,34,15,42,8,1,0,7,0.2689,2,32892.62,False,none,LOW,334,14,4.19,
2026-05-18T15:43:00Z,35,15,43,13,1,1,11,0.0866,5,21412.51,False,none,LOW,347,15,4.32,
2026-05-18T15:44:00Z,36,15,44,12,0,0,12,0.1406,5,27782.7,False,none,LOW,359,15,4.18,
2026-05-18T15:45:00Z,37,15,45,14,0,1,13,0.3191,9,2956.98,False,none,LOW,373,15,4.02,
2026-05-18T15:46:00Z,38,15,46,7,0,0,7,0.0516,2,21995.53,False,none,LOW,380,15,3.95,
2026-05-18T15:47:00Z,39,15,47,13,1,1,11,0.062,1,8658.81,False,none,LOW,393,16,4.07,
2026-05-18T15:48:00Z,40,15,48,6,0,1,5,0.1312,1,34346.76,False,none,LOW,399,16,4.01,
2026-05-18T15:49:00Z,41,15,49,11,0,0,11,0.0775,7,8056.6,False,none,LOW,410,16,3.9,
2026-05-18T15:50:00Z,42,15,50,13,0,0,13,0.2599,3,33039.62,False,none,LOW,423,16,3.78,
2026-05-18T15:51:00Z,43,15,51,6,0,0,6,0.1414,6,16120.81,False,none,LOW,429,16,3.73,
2026-05-18T15:52:00Z,44,15,52,11,0,0,11,0.0608,3,17646.38,False,none,LOW,440,16,3.64,
2026-05-18T15:53:00Z,45,15,53,7,0,0,7,0.2862,4,20121.76,False,none,LOW,447,16,3.58,
2026-05-18T15:54:00Z,46,15,54,9,2,0,7,0.29,3,29633.62,False,none,LOW,456,18,3.95,
2026-05-18T15:55:00Z,47,15,55,10,0,0,10,0.1019,3,12358.48,False,none,LOW,466,18,3.86,
2026-05-18T15:56:00Z,48,15,56,12,0,0,12,0.0859,5,33628.16,False,none,LOW,478,18,3.77,
2026-05-18T15:57:00Z,49,15,57,8,0,0,8,0.2075,4,7403.79,False,none,LOW,486,18,3.7,
2026-05-18T15:58:00Z,50,15,58,6,0,0,6,0.0952,3,31934.42,False,none,LOW,492,18,3.66,
2026-05-18T15:59:00Z,51,15,59,3,0,0,3,0.1231,2,29838.42,False,none,LOW,495,18,3.64,
2026-05-18T16:00:00Z,52,16,0,11,0,0,11,0.1515,9,17924.89,False,none,LOW,506,18,3.56,
2026-05-18T16:01:00Z,53,16,1,8,1,0,7,0.1517,8,8322.9,False,none,LOW,514,19,3.7,
2026-05-18T16:02:00Z,54,16,2,9,0,8,1,0.9034,10,26169.65,True,risk_surge,CRITICAL,523,19,3.63,Risk Surge — device or IP clustering detected
2026-05-18T16:03:00Z,55,16,3,9,0,1,8,0.1539,2,6087.7,False,none,LOW,532,19,3.57,
2026-05-18T16:04:00Z,56,16,4,9,2,0,7,0.0646,4,24285.09,False,none,LOW,541,21,3.88,
2026-05-18T16:05:00Z,57,16,5,12,0,0,12,0.2366,1,30318.14,False,none,LOW,553,21,3.8,
2026-05-18T16:06:00Z,58,16,6,12,0,1,11,0.306,9,21480.57,False,none,LOW,565,21,3.72,
2026-05-18T16:07:00Z,59,16,7,9,0,1,8,0.3496,3,11779.95,False,none,LOW,574,21,3.66,
2026-05-18T16:08:00Z,60,16,8,9,0,0,9,0.3246,2,6434.11,False,none,LOW,583,21,3.6,
2026-05-18T16:09:00Z,61,16,9,9,0,4,5,0.6996,15,31600.89,True,risk_surge,HIGH,592,21,3.55,Risk Surge — device or IP clustering detected
2026-05-18T16:10:00Z,62,16,10,7,0,1,6,0.1224,3,7129.57,False,none,LOW,599,21,3.51,
2026-05-18T16:11:00Z,63,16,11,14,0,0,14,0.3484,3,24261.72,False,none,LOW,613,21,3.43,
2026-05-18T16:12:00Z,64,16,12,13,1,0,12,0.0608,9,5399.09,False,none,LOW,626,22,3.51,
2026-05-18T16:13:00Z,65,16,13,4,0,0,4,0.0682,9,25040.26,False,none,LOW,630,22,3.49,
2026-05-18T16:14:00Z,66,16,14,7,0,1,6,0.6025,3,149946.19,True,amount_spike,HIGH,637,22,3.45,"Amount Spike — abnormal USD volume, possible wire fraud"
2026-05-18T16:15:00Z,67,16,15,9,0,0,9,0.255,5,9532.34,False,none,LOW,646,22,3.41,
2026-05-18T16:16:00Z,68,16,16,12,0,0,12,0.0594,2,22464.93,False,none,LOW,658,22,3.34,
2026-05-18T16:17:00Z,69,16,17,7,1,0,6,0.6819,1,267485.6,True,amount_spike,HIGH,665,23,3.46,"Amount Spike — abnormal USD volume, possible wire fraud"
2026-05-18T16:18:00Z,70,16,18,9,0,1,8,0.1149,5,12481.98,False,none,LOW,674,23,3.41,
2026-05-18T16:19:00Z,71,16,19,4,0,5,0,0.6503,14,24872.15,True,risk_surge,HIGH,678,23,3.39,Risk Surge — device or IP clustering detected
2026-05-18T16:20:00Z,72,16,20,6,1,3,2,0.8176,12,86366.93,True,risk_surge,CRITICAL,684,24,3.51,Risk Surge — device or IP clustering detected
2026-05-18T16:21:00Z,73,16,21,11,0,0,11,0.7122,3,132074.51,True,amount_spike,HIGH,695,24,3.45,"Amount Spike — abnormal USD volume, possible wire fraud"
2026-05-18T16:22:00Z,74,16,22,11,0,2,9,0.2044,9,28268.94,False,none,LOW,706,24,3.4,
2026-05-18T16:23:00Z,75,16,23,10,0,0,10,0.3385,1,7888.58,False,none,LOW,716,24,3.35,
2026-05-18T16:24:00Z,76,16,24,7,0,1,6,0.2051,1,26127.49,False,none,LOW,723,24,3.32,
2026-05-18T16:25:00Z,77,16,25,13,1,0,12,0.2731,7,2763.62,False,none,LOW,736,25,3.4,
2026-05-18T16:26:00Z,78,16,26,9,0,1,8,0.109,4,15005.53,False,none,LOW,745,25,3.36,
2026-05-18T16:27:00Z,79,16,27,6,0,0,6,0.2761,4,31074.19,False,none,LOW,751,25,3.33,
2026-05-18T16:28:00Z,80,16,28,8,0,0,8,0.1944,1,23533.13,False,none,LOW,759,25,3.29,
2026-05-18T16:29:00Z,81,16,29,10,4,0,6,0.0913,9,12047.4,False,none,LOW,769,29,3.77,
2026-05-18T16:30:00Z,82,16,30,10,0,0,10,0.0981,1,21279.52,False,none,LOW,779,29,3.72,
2026-05-18T16:31:00Z,83,16,31,12,1,1,10,0.3188,8,5313.06,False,none,LOW,791,30,3.79,
2026-05-18T16:32:00Z,84,16,32,8,0,1,7,0.3124,7,19518.06,False,none,LOW,799,30,3.75,
2026-05-18T16:33:00Z,85,16,33,7,1,0,6,0.2089,4,19706.74,False,none,LOW,806,31,3.85,
2026-05-18T16:34:00Z,86,16,34,9,1,0,8,0.1123,2,2991.8,False,none,LOW,815,32,3.93,
2026-05-18T16:35:00Z,87,16,35,8,0,2,6,0.1906,3,7044.95,False,none,LOW,823,32,3.89,
2026-05-18T16:36:00Z,88,16,36,15,0,1,14,0.1136,2,16453.66,False,none,LOW,838,32,3.82,
2026-05-18T16:37:00Z,89,16,37,11,0,0,11,0.0957,9,22865.33,False,none,LOW,849,32,3.77,
2026-05-18T16:38:00Z,90,16,38,9,0,0,9,0.1918,6,13309.55,False,none,LOW,858,32,3.73,
2026-05-18T16:39:00Z,91,16,39,14,1,1,12,0.3343,9,14089.07,False,none,LOW,872,33,3.78,
2026-05-18T16:40:00Z,92,16,40,12,1,1,10,0.1724,5,6151.63,False,none,LOW,884,34,3.85,
2026-05-18T16:41:00Z,93,16,41,5,0,0,5,0.6834,4,268641.84,True,amount_spike,HIGH,889,34,3.82,"Amount Spike — abnormal USD volume, possible wire fraud"
2026-05-18T16:42:00Z,94,16,42,7,0,2,5,0.2126,5,33446.44,False,none,LOW,896,34,3.79,
2026-05-18T16:43:00Z,95,16,43,11,0,1,10,0.17,7,30878.55,False,none,LOW,907,34,3.75,
2026-05-18T16:44:00Z,96,16,44,11,0,0,11,0.2397,8,10058.77,False,none,LOW,918,34,3.7,
2026-05-18T16:45:00Z,97,16,45,12,0,1,11,0.1273,4,21336.73,False,none,LOW,930,34,3.66,
2026-05-18T16:46:00Z,98,16,46,9,0,0,9,0.2893,2,6564.86,False,none,LOW,939,34,3.62,
2026-05-18T16:47:00Z,99,16,47,13,0,0,13,0.2359,8,32785.73,False,none,LOW,952,34,3.57,
2026-05-18T16:48:00Z,100,16,48,22,1,0,21,0.2998,6,15975.35,False,none,LOW,974,35,3.59,
2026-05-18T16:49:00Z,101,16,49,10,1,0,9,0.2684,2,34229.91,False,none,LOW,984,36,3.66,
2026-05-18T16:50:00Z,102,16,50,8,0,2,6,0.175,4,26711.09,False,none,LOW,992,36,3.63,
2026-05-18T16:51:00Z,103,16,51,13,0,0,13,0.2102,3,4228.11,False,none,LOW,1005,36,3.58,
2026-05-18T16:52:00Z,104,16,52,3,0,1,2,0.0941,1,29163.11,False,none,LOW,1008,36,3.57,
2026-05-18T16:53:00Z,105,16,53,10,0,1,9,0.2751,8,17334.43,False,none,LOW,1018,36,3.54,
2026-05-18T16:54:00Z,106,16,54,9,0,0,9,0.1026,1,15150.72,False,none,LOW,1027,36,3.51,
2026-05-18T16:55:00Z,107,16,55,11,1,0,10,0.2468,8,11539.76,False,none,LOW,1038,37,3.56,
2026-05-18T16:56:00Z,108,16,56,12,0,0,12,0.2305,4,10586.09,False,none,LOW,1050,37,3.52,
2026-05-18T16:57:00Z,109,16,57,9,0,0,9,0.1444,5,20615.14,False,none,LOW,1059,37,3.49,
2026-05-18T16:58:00Z,110,16,58,12,6,0,6,0.805,30,63976.35,True,burst,CRITICAL,1071,43,4.01,Velocity Burst — possible card testing or account takeover
2026-05-18T16:59:00Z,111,16,59,7,0,1,6,0.1582,2,3823.92,False,none,LOW,1078,43,3.99,
2026-05-18T17:00:00Z,112,17,0,9,1,0,8,0.0846,5,6024.98,False,none,LOW,1087,44,4.05,
2026-05-18T17:01:00Z,113,17,1,13,0,1,12,0.2919,6,7621.26,False,none,LOW,1100,44,4.0,
2026-05-18T17:02:00Z,114,17,2,9,0,0,9,0.3098,1,13836.2,False,none,LOW,1109,44,3.97,
2026-05-18T17:03:00Z,115,17,3,9,0,0,9,0.1853,6,20741.83,False,none,LOW,1118,44,3.94,
2026-05-18T17:04:00Z,116,17,4,10,0,0,10,0.0998,5,14840.19,False,none,LOW,1128,44,3.9,
2026-05-18T17:05:00Z,117,17,5,7,1,1,5,0.3337,7,14952.0,False,none,LOW,1135,45,3.96,
2026-05-18T17:06:00Z,118,17,6,16,2,1,13,0.763,30,69332.49,True,burst,CRITICAL,1151,47,4.08,Velocity Burst — possible card testing or account takeover
2026-05-18T17:07:00Z,119,17,7,8,0,1,7,0.2109,1,33858.73,False,none,LOW,1159,47,4.06,
2026-05-18T17:08:00Z,120,17,8,7,1,0,6,0.3446,7,16024.32,False,none,LOW,1166,48,4.12,
2026-05-18T17:09:00Z,121,17,9,9,0,0,9,0.3123,6,2791.02,False,none,LOW,1175,48,4.09,
2026-05-18T17:10:00Z,122,17,10,10,0,1,9,0.1885,9,9072.77,False,none,LOW,1185,48,4.05,
2026-05-18T17:11:00Z,123,17,11,6,0,2,4,0.2455,5,30756.5,False,none,LOW,1191,48,4.03,
2026-05-18T17:12:00Z,124,17,12,11,2,1,8,0.3209,4,32883.85,False,none,LOW,1202,50,4.16,
2026-05-18T17:13:00Z,125,17,13,14,0,1,13,0.1692,1,16685.53,False,none,LOW,1216,50,4.11,
2026-05-18T17:14:00Z,126,17,14,8,1,4,3,0.2887,3,19935.35,False,none,LOW,1224,51,4.17,
2026-05-18T17:15:00Z,127,17,15,12,0,0,12,0.0732,5,27735.7,False,none,LOW,1236,51,4.13,
2026-05-18T17:16:00Z,128,17,16,11,0,0,11,0.3309,8,9799.89,False,none,LOW,1247,51,4.09,
2026-05-18T17:17:00Z,129,17,17,3,1,1,1,0.2902,9,22387.03,False,none,LOW,1250,52,4.16,
2026-05-18T17:18:00Z,130,17,18,8,0,1,7,0.1048,6,23555.33,False,none,LOW,1258,52,4.13,
2026-05-18T17:19:00Z,131,17,19,12,1,0,11,0.1993,3,19145.14,False,none,LOW,1270,53,4.17,
2026-05-18T17:20:00Z,132,17,20,10,0,0,10,0.2279,3,23041.1,False,none,LOW,1280,53,4.14,
2026-05-18T17:21:00Z,133,17,21,10,0,1,9,0.2414,3,30255.56,False,none,LOW,1290,53,4.11,
2026-05-18T17:22:00Z,134,17,22,11,0,0,11,0.2936,4,26306.91,False,none,LOW,1301,53,4.07,
2026-05-18T17:23:00Z,135,17,23,10,0,2,8,0.0832,5,33549.54,False,none,LOW,1311,53,4.04,
2026-05-18T17:24:00Z,136,17,24,6,1,0,5,0.1573,8,6865.06,False,none,LOW,1317,54,4.1,
2026-05-18T17:25:00Z,137,17,25,8,0,0,8,0.2847,5,26683.67,False,none,LOW,1325,54,4.08,
2026-05-18T17:26:00Z,138,17,26,13,0,0,13,0.1676,7,26808.76,False,none,LOW,1338,54,4.04,
2026-05-18T17:27:00Z,139,17,27,8,0,0,8,0.2789,3,32690.11,False,none,LOW,1346,54,4.01,
2026-05-18T17:28:00Z,140,17,28,10,2,0,8,0.0743,7,17747.62,False,none,LOW,1356,56,4.13,
2026-05-18T17:29:00Z,141,17,29,10,0,0,10,0.2879,1,29978.62,False,none,LOW,1366,56,4.1,
2026-05-18T17:30:00Z,142,17,30,15,1,0,14,0.1389,2,8441.12,False,none,LOW,1381,57,4.13,
2026-05-18T17:31:00Z,143,17,31,9,1,1,7,0.2533,2,28877.64,False,none,LOW,1390,58,4.17,
2026-05-18T17:32:00Z,144,17,32,7,0,0,7,0.2827,6,14484.49,False,none,LOW,1397,58,4.15,
2026-05-18T17:33:00Z,145,17,33,14,1,0,13,0.8835,35,34452.1,True,burst,CRITICAL,1411,59,4.18,Velocity Burst — possible card testing or account takeover
2026-05-18T17:34:00Z,146,17,34,9,0,0,9,0.3085,5,24783.26,False,none,LOW,1420,59,4.15,
2026-05-18T17:35:00Z,147,17,35,9,0,0,9,0.1102,6,8117.38,False,none,LOW,1429,59,4.13,
2026-05-18T17:36:00Z,148,17,36,10,0,0,10,0.1264,3,33145.35,False,none,LOW,1439,59,4.1,
2026-05-18T17:37:00Z,149,17,37,9,0,1,8,0.1133,2,32274.05,False,none,LOW,1448,59,4.07,
2026-05-18T17:38:00Z,150,17,38,7,1,2,4,0.1824,1,19406.1,False,none,LOW,1455,60,4.12,
2026-05-18T17:39:00Z,151,17,39,12,0,0,12,0.1685,8,27967.42,False,none,LOW,1467,60,4.09,
2026-05-18T17:40:00Z,152,17,40,15,0,2,13,0.3254,2,13617.67,False,none,LOW,1482,60,4.05,
2026-05-18T17:41:00Z,153,17,41,11,1,1,9,0.344,9,31156.48,False,none,LOW,1493,61,4.09,
2026-05-18T17:42:00Z,154,17,42,8,1,0,7,0.2636,3,18354.97,False,none,LOW,1501,62,4.13,
2026-05-18T17:43:00Z,155,17,43,3,1,1,1,0.31,6,26620.24,False,none,LOW,1504,63,4.19,
2026-05-18T17:44:00Z,156,17,44,14,0,0,14,0.3376,4,22973.49,False,none,LOW,1518,63,4.15,
2026-05-18T17:45:00Z,157,17,45,12,0,2,10,0.2236,7,6653.9,False,none,LOW,1530,63,4.12,
2026-05-18T17:46:00Z,158,17,46,15,0,0,15,0.3469,1,6373.89,False,none,LOW,1545,63,4.08,
2026-05-18T17:47:00Z,159,17,47,13,0,0,13,0.2638,1,16763.96,False,none,LOW,1558,63,4.04,
2026-05-18T17:48:00Z,160,17,48,8,0,0,8,0.3026,7,24639.65,False,none,LOW,1566,63,4.02,
2026-05-18T17:49:00Z,161,17,49,14,0,1,13,0.2207,3,11564.53,False,none,LOW,1580,63,3.99,
2026-05-18T17:50:00Z,162,17,50,10,0,1,9,0.0722,7,15498.16,False,none,LOW,1590,63,3.96,
2026-05-18T17:51:00Z,163,17,51,5,1,1,3,0.1998,5,22450.74,False,none,LOW,1595,64,4.01,
2026-05-18T17:52:00Z,164,17,52,16,0,0,16,0.1945,5,18285.72,False,none,LOW,1611,64,3.97,
2026-05-18T17:53:00Z,165,17,53,9,0,1,8,0.4596,9,203246.15,True,amount_spike,MEDIUM,1620,64,3.95,"Amount Spike — abnormal USD volume, possible wire fraud"
2026-05-18T17:54:00Z,166,17,54,6,1,1,4,0.2768,5,34961.34,False,none,LOW,1626,65,4.0,
2026-05-18T17:55:00Z,167,17,55,7,2,1,4,0.3299,8,8727.4,False,none,LOW,1633,67,4.1,
2026-05-18T17:56:00Z,168,17,56,10,2,0,8,0.1463,6,20505.65,False,none,LOW,1643,69,4.2,
2026-05-18T17:57:00Z,169,17,57,10,0,0,10,0.1066,5,30067.19,False,none,LOW,1653,69,4.17,
2026-05-18T17:58:00Z,170,17,58,9,0,0,9,0.2468,9,4143.24,False,none,LOW,1662,69,4.15,
2026-05-18T17:59:00Z,171,17,59,6,1,0,5,0.1036,3,31828.84,False,none,LOW,1668,70,4.2,
2026-05-18T18:00:00Z,172,18,0,8,0,0,8,0.2634,4,16492.89,False,none,LOW,1676,70,4.18,
2026-05-18T18:01:00Z,173,18,1,9,0,2,7,0.3289,1,2589.41,False,none,LOW,1685,70,4.15,
2026-05-18T18:02:00Z,174,18,2,8,0,0,8,0.0961,6,4475.57,False,none,LOW,1693,70,4.13,
2026-05-18T18:03:00Z,175,18,3,9,0,1,8,0.3055,7,9976.09,False,none,LOW,1702,70,4.11,
2026-05-18T18:04:00Z,176,18,4,7,1,0,6,0.3037,7,29810.15,False,none,LOW,1709,71,4.15,
2026-05-18T18:05:00Z,177,18,5,7,0,0,7,0.1743,5,19221.92,False,none,LOW,1716,71,4.14,
2026-05-18T18:06:00Z,178,18,6,5,5,0,0,0.7207,37,35014.37,True,burst,CRITICAL,1721,76,4.42,Velocity Burst — possible card testing or account takeover
2026-05-18T18:07:00Z,179,18,7,10,0,1,9,0.1858,4,29807.6,False,none,LOW,1731,76,4.39,
2026-05-18T18:08:00Z,180,18,8,5,0,0,5,0.329,7,34047.46,False,none,LOW,1736,76,4.38,
2026-05-18T18:09:00Z,181,18,9,9,0,1,8,0.2524,5,10694.69,False,none,LOW,1745,76,4.36,
2026-05-18T18:10:00Z,182,18,10,9,0,1,8,0.2921,9,22015.56,False,none,LOW,1754,76,4.33,
2026-05-18T18:11:00Z,183,18,11,8,1,0,7,0.6959,38,31640.5,True,burst,CRITICAL,1762,77,4.37,Velocity Burst — possible card testing or account takeover
2026-05-18T18:12:00Z,184,18,12,5,2,0,3,0.2095,9,27540.0,False,none,LOW,1767,79,4.47,
2026-05-18T18:13:00Z,185,18,13,11,1,1,9,0.1328,3,15667.86,False,none,LOW,1778,80,4.5,
2026-05-18T18:14:00Z,186,18,14,4,0,0,4,0.2008,1,10493.29,False,none,LOW,1782,80,4.49,
2026-05-18T18:15:00Z,187,18,15,10,1,0,9,0.3289,4,5801.14,False,none,LOW,1792,81,4.52,
2026-05-18T18:16:00Z,188,18,16,5,0,2,3,0.147,2,25696.06,False,none,LOW,1797,81,4.51,
2026-05-18T18:17:00Z,189,18,17,8,0,0,8,0.1857,6,15733.34,False,none,LOW,1805,81,4.49,
2026-05-18T18:18:00Z,190,18,18,5,0,3,2,0.146,9,19726.7,False,none,LOW,1810,81,4.48,
2026-05-18T18:19:00Z,191,18,19,4,0,0,4,0.2102,4,27471.4,False,none,LOW,1814,81,4.47,
2026-05-18T18:20:00Z,192,18,20,10,1,2,7,0.2337,5,29801.02,False,none,LOW,1824,82,4.5,
2026-05-18T18:21:00Z,193,18,21,6,0,0,6,0.3164,7,27218.94,False,none,LOW,1830,82,4.48,
2026-05-18T18:22:00Z,194,18,22,7,0,2,5,0.5958,8,148044.83,True,amount_spike,MEDIUM,1837,82,4.46,"Amount Spike — abnormal USD volume, possible wire fraud"
2026-05-18T18:23:00Z,195,18,23,7,1,1,5,0.0701,4,15308.03,False,none,LOW,1844,83,4.5,
2026-05-18T18:24:00Z,196,18,24,4,0,1,3,0.1785,1,30651.8,False,none,LOW,1848,83,4.49,
2026-05-18T18:25:00Z,197,18,25,4,0,2,2,0.0571,7,3857.53,False,none,LOW,1852,83,4.48,
2026-05-18T18:26:00Z,198,18,26,10,0,0,10,0.1756,1,19207.63,False,none,LOW,1862,83,4.46,
2026-05-18T18:27:00Z,199,18,27,5,0,1,4,0.0952,4,2284.37,False,none,LOW,1867,83,4.45,
2026-05-18T18:28:00Z,200,18,28,5,0,0,5,0.3474,9,8253.21,False,none,LOW,1872,83,4.43,
2026-05-18T18:29:00Z,201,18,29,9,1,0,8,0.1961,3,5540.47,False,none,LOW,1881,84,4.47,
2026-05-18T18:30:00Z,202,18,30,5,0,0,5,0.2576,8,26992.53,False,none,LOW,1886,84,4.45,
2026-05-18T18:31:00Z,203,18,31,12,0,0,12,0.2249,6,21311.31,False,none,LOW,1898,84,4.43,
2026-05-18T18:32:00Z,204,18,32,9,0,0,9,0.2702,9,21584.06,False,none,LOW,1907,84,4.4,
2026-05-18T18:33:00Z,205,18,33,7,1,0,6,0.0817,8,13164.08,False,none,LOW,1914,85,4.44,
2026-05-18T18:34:00Z,206,18,34,8,0,0,8,0.2958,7,3117.97,False,none,LOW,1922,85,4.42,
2026-05-18T18:35:00Z,207,18,35,10,1,0,9,0.2146,5,9099.33,False,none,LOW,1932,86,4.45,
2026-05-18T18:36:00Z,208,18,36,10,1,1,8,0.4537,8,189117.78,True,amount_spike,MEDIUM,1942,87,4.48,"Amount Spike — abnormal USD volume, possible wire fraud"
2026-05-18T18:37:00Z,209,18,37,7,0,1,6,0.2578,5,2826.33,False,none,LOW,1949,87,4.46,
2026-05-18T18:38:00Z,210,18,38,6,0,2,4,0.2173,6,29283.57,False,none,LOW,1955,87,4.45,
2026-05-18T18:39:00Z,211,18,39,6,0,0,6,0.1503,7,7477.77,False,none,LOW,1961,87,4.44,
2026-05-18T18:40:00Z,212,18,40,8,0,1,7,0.276,5,6757.19,False,none,LOW,1969,87,4.42,
2026-05-18T18:41:00Z,213,18,41,10,2,1,7,0.1767,1,20492.34,False,none,LOW,1979,89,4.5,
2026-05-18T18:42:00Z,214,18,42,5,0,0,5,0.2969,4,25648.55,False,none,LOW,1984,89,4.49,
2026-05-18T18:43:00Z,215,18,43,16,0,0,16,0.1238,2,18223.14,False,none,LOW,2000,89,4.45,
2026-05-18T18:44:00Z,216,18,44,8,1,0,7,0.2902,6,7065.24,False,none,LOW,2008,90,4.48,
2026-05-18T18:45:00Z,217,18,45,9,1,0,8,0.3112,8,24728.82,False,none,LOW,2017,91,4.51,
2026-05-18T18:46:00Z,218,18,46,10,0,0,10,0.3473,4,20364.04,False,none,LOW,2027,91,4.49,
2026-05-18T18:47:00Z,219,18,47,7,0,0,7,0.5502,1,136210.17,True,amount_spike,MEDIUM,2034,91,4.47,"Amount Spike — abnormal USD volume, possible wire fraud"
2026-05-18T18:48:00Z,220,18,48,7,0,0,7,0.1991,9,9434.81,False,none,LOW,2041,91,4.46,
2026-05-18T18:49:00Z,221,18,49,11,0,1,10,0.3473,1,7338.82,False,none,LOW,2052,91,4.43,
2026-05-18T18:50:00Z,222,18,50,7,0,0,7,0.115,7,24666.04,False,none,LOW,2059,91,4.42,
2026-05-18T18:51:00Z,223,18,51,11,0,0,11,0.0857,7,10077.25,False,none,LOW,2070,91,4.4,
2026-05-18T18:52:00Z,224,18,52,4,0,0,4,0.1348,7,16341.94,False,none,LOW,2074,91,4.39,
2026-05-18T18:53:00Z,225,18,53,8,0,0,8,0.2979,6,24566.87,False,none,LOW,2082,91,4.37,
2026-05-18T18:54:00Z,226,18,54,6,0,0,6,0.0693,1,14423.49,False,none,LOW,2088,91,4.36,
